district2,DISTRICT,org,org_acro,sector,population,death,injuries,priv_house_full_damage,priv_house_partial_damage
Dolakha,DOLAKHA,Plan International,Plan,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International,Plan,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Plan International ,Plan,Child Protection,186557,177,662,48880,3120
Dolakha,DOLAKHA,Relief International,Relief,Early Recovery,186557,177,662,48880,3120
Dolakha,DOLAKHA,Relief International,Relief,Early Recovery,186557,177,662,48880,3120
Dolakha,DOLAKHA,Relief International,Relief,Early Recovery,186557,177,662,48880,3120
Dolakha,DOLAKHA,Relief International,Relief,Early Recovery,186557,177,662,48880,3120
Dolakha,DOLAKHA,Relief International ,Relief,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Relief International ,Relief,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Relief International ,Relief,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Relief International ,Relief,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Restless Development,Restless,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Rotaract club,Rotaract club,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Samaritan's Purse,Samaritan's Purse,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children,SC,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children,SC,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children,SC,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children,SC,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children,SC,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children,SC,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the children,SC,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the children,SC,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the children,SC,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the children,SC,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the children,SC,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children ,SC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children ,SC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children ,SC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Save the Children ,SC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,SOS Nepal,SOS Nepal,Child Protection,186557,177,662,48880,3120
Dolakha,DOLAKHA,SOS Nepal,SOS Nepal,Child Protection,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,SUAAHARA,SUAAHARA,Nutrition,186557,177,662,48880,3120
Dolakha,DOLAKHA,Swiss Agency for Development and Cooperation,SDC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Swiss Agency for Development and Cooperation,SDC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Swiss Agency for Development and Cooperation,SDC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Swiss Agency for Development and Cooperation,SDC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Swiss Agency for Development and Cooperation,SDC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Swiss Agency for Development and Cooperation,SDC,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Tevel B'Tzedek,Tevel,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Tevel B'Tzedek,Tevel,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,The Asia Foundation ,TAF,Protection,186557,177,662,48880,3120
Dolakha,DOLAKHA,The Leprosy Mission Nepal,TLM,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,The Leprosy Mission Nepal,TLM,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,The Leprosy Mission Nepal,TLM,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,The Leprosy Mission Nepal,TLM,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,The Salvation Army,TSA,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,The Salvation Army,TSA,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,The Salvation Army,TSA,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,The Salvation Army,TSA,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,Trekmedic,Trekmedic,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Human Settlements Programme,UNHABITAT,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Human Settlements Programme,UNHABITAT,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Human Settlements Programme,UNHABITAT,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Human Settlements Programme,UNHABITAT,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Human Settlements Programme,UNHABITAT,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Children's Fund,UNICEF,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Development Programme,UNDP,Early Recovery,186557,177,662,48880,3120
Dolakha,DOLAKHA,United Nations Development Programme,UNDP,Early Recovery,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Education,WE,Education,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,Health,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Health Organization,WHO,WASH,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Neighbors,World Neighbors,Early Recovery,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Neighbors,World Neighbors,Early Recovery,186557,177,662,48880,3120
Dolakha,DOLAKHA,World Neighbors,World Neighbors,Health,186557,177,662,48880,3120
Gorkha,GORKHA,Adara Development,Adara,Health,271061,449,952,59527,13428
Gorkha,GORKHA,Aides Actions Internationales Pompiers + Action Pompier Pour lUrgence Internationale,AAIP/CASC APPUI,Health,271061,449,952,59527,13428
Gorkha,GORKHA,AmeriCares,AmeriCares,Health,271061,449,952,59527,13428
Gorkha,GORKHA,Ankur Counseling & Training Center,ACTC,Child Protection,271061,449,952,59527,13428
Gorkha,GORKHA,Asal Chimekee Nepal ,Asal Chimekee,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Asal Chimekee Nepal ,Asal Chimekee,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Asal Chimekee Nepal ,Asal Chimekee,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,BG Hospital and Research Center,BGHRC,Health,271061,449,952,59527,13428
Gorkha,GORKHA,BISWAS NEPAL,BISWAS,Child Protection,271061,449,952,59527,13428
Gorkha,GORKHA,Canadian Medical Assistance Teams,CMAT,Health,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Child Protection,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,CARE,CARE,WASH,271061,449,952,59527,13428
Gorkha,GORKHA,Catholi Relief Services,CRS,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,Catholi Relief Services,CRS,Early Recovery,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
Gorkha,GORKHA,Christian Aid,Christian Aid,Shelter NFIs,271061,449,952,59527,13428
